コード,銘柄名,対象外,IRニュースURL,備考,出来高13万以上かつ株価100円以上
7419,ノジマ,,https://www.nojima.co.jp/news/category/ir-info/,,1
7420,佐鳥電機,,https://www.satori.co.jp/ir/news.html,,0
7421,カッパ・クリエイト,,https://www.kappa-create.co.jp/ir_info/ir_release/,,0
7422,東邦レマック,,https://toho-lamac.co.jp/category/news/,,0
7425,初穂商事,,https://www.hatsuho.co.jp/ir/ir.html,,0
7426,山大,,http://www.yamadai.com/company/ir.html,,0
7427,エコートレーディング,,http://echotd.co.jp/category/news-list/,,0
7433,伯東,,https://www.hakuto.co.jp/irinfo/news/,,0
7434,オータケ,,https://www.kk-otake.co.jp/information/category/ir/,,0
7435,ナ・デックス,,https://www.nadex.co.jp/,,0
7438,コンドーテック,,https://www.kondotec.co.jp/ir/pressrelease/,,0
7441,Ｍｉｓｕｍｉ,,https://www.misumi.co.jp/ir/news/index.html,,0
7442,中山福,,https://www.nakayamafuku.co.jp/info/index.php?ir,,0
7443,横浜魚類,,http://www.yokohamagyorui.co.jp/finance/kaiji.html,,0
7444,ハリマ共和物産,,https://www.harimakb.co.jp/archives/category/ir/,,0
7445,ライトオン,,https://biz.right-on.co.jp/ir/press.php,,0
7446,東北化学薬品,,https://www.t-kagaku.co.jp/informations/,,0
7447,ナガイレーベン,,https://www.nagaileben.co.jp/ir-news/,,0
7450,サンデー,,https://www.sunday.co.jp/news/,,0
7451,三菱食品,,https://www.mitsubishi-shokuhin.com/ir/news/,,0
7453,良品計画,,https://www.ryohin-keikaku.jp/news/,,1
7455,（株）パリミキホールディングス,,https://www.paris-miki.com/hd/investor/,,0
7456,松田産業,,https://ir.matsuda-sangyo.co.jp/ja/PressRelease.html,,0
7458,第一興商,,https://www.dkkaraoke.co.jp/news/?tab=2,,0
7459,（株）メディパルホールディングス,,https://www.medipal.co.jp/news/,,1
7460,ヤギ,,https://www.yaginet.co.jp/news/news.html,,0
7461,キムラ,,https://www.kimuranet.jp/ir/news1.html,,0
7462,（株）ＣＡＰＩＴＡ,,https://www.capita-inc.jp/ir/,,0
7463,（株）アドヴァングループ,,https://www.advan.co.jp/company/ir/,,0
7464,セフテック,,https://www.saftec.co.jp/report.html,,0
7466,ＳＰＫ,,https://www.spk.co.jp/irinfo/ir_news/,,0
7467,萩原電気ホールディングス,,https://www.hagiwara.co.jp/ir/news/,,0
7472,鳥羽洋行,,https://www.toba.co.jp/ir/release.html,,0
7475,アルビス,,https://www.albis.co.jp/ir/release.html,,0
7476,アズワン,,https://www.as-1.co.jp/ir/news/,,0
7477,ムラキ,,https://muraki.co.jp/hp/investor/,,0
7480,スズデン,,https://www.suzuden.co.jp/ir/irnews/,,0
7481,尾家産業,,https://www.oie.co.jp/ir/news_list.php,,0
7482,シモジマ,,https://www.shimojima.co.jp/ir/news.html,,0
7483,ドウシシャ,,https://www.doshisha.co.jp/ir-news/,,0
7485,岡谷鋼機,,https://www.okaya.co.jp/ir/ir_news/index.html,,0
7486,サンリン,,http://www.sanrinkk.co.jp/news/,,0
7487,小津産業,,https://www.ozu.co.jp/ir/ir_news/ir_news.html,,0
7488,ヤガミ,,https://www.yagami-inc.co.jp/view/company/ir/index.html,,0
7490,日新商事,,https://www.nissin-shoji.co.jp/ir/news/,,0
7494,コナカ,,https://www.konaka.co.jp/ir/news.html,,0
7500,西川計測,,https://www.nskw.co.jp/ir/news/index.php,,0
7501,ティムコ,,https://www.tiemco.co.jp/ir/release.php,,0
7502,（株）プラザクリエイト本社,,https://www.plazacreate.co.jp/ir-information/,,0
7504,高速,,https://www.kohsoku.com/investment/ir.html,,0
7505,扶桑電通,,https://www.fusodentsu.co.jp/topics/,,0
7506,ハウス　オブ　ローゼ,,https://www.houseofrose.jp/ir/news/,,0
7508,（株）Ｇ－７ホールディングス,,https://www.g-7holdings.co.jp/,,0
7509,アイエーグループ,,https://www.ia-group.co.jp/news,,0
7510,（株）たけびし,,https://www.takebishi.co.jp/company/ir/news/,,0
7512,イオン北海道,,https://www.aeon-hokkaido.jp/corporation/news/,,0
7513,コジマ,,https://www.kojima.net/corporation/ir/irnews2023.htm,2023年用、日付が異なる,1
7514,ヒマラヤ,,https://www.hmry.jp/ir/news/,,0
7515,マルヨシセンター,,http://ww2.maruyoshi-center.co.jp/news/,,0
7516,コーナン商事,,https://www.hc-kohnan.com/corporate/,,0
7518,ネットワンシステムズ,,https://www.netone.co.jp/ir/news/,,1
7520,エコス,,https://www.eco-s.co.jp/news/,,0
7521,ムサシ,,https://www.musashinet.co.jp/ir/news/,,0
7522,ワタミ,,https://www.watami.co.jp/ir/,,0
7523,アールビバン,,https://www.artvivant.co.jp/ir/,,0
7524,マルシェ,,https://www.marche.co.jp/corporate/ir_information.html,日付が異なる,0
7525,リックス,,https://www.rix.co.jp/ir/news/,,0
7527,システムソフト,,https://www.systemsoft.co.jp/ir,,0
7531,清和中央ホールディングス,,https://www.seiwa-chuo-holdings.co.jp/news/,,0
7532,パンパシフィックインターナショナルＨＤ,,https://ppih.co.jp/news/,,1
7533,グリーンクロス,,https://www.green-cross.co.jp/news/,,0
7537,丸文,,https://www.marubun.co.jp/info/ir/,,0
7538,大水,,https://www.daisui.co.jp/ir/news/,,0
7539,（株）アイナボホールディングス,,http://www.ainavo.co.jp/tiny/list.php,,0
7544,スリーエフ,,https://www.three-f.co.jp/ir/topics/,,0
7545,西松屋チェーン,,https://www.24028.jp/news/press,,1
7550,（株）ゼンショーホールディングス,,https://www.zensho.co.jp/jp/ir/ir_news/,,1
7551,ウェッズ,,https://www.weds.co.jp/ir_news/,,0
7552,ハピネット,,https://www.happinet.co.jp/ir/news.html,,0
7554,（株）幸楽苑ホールディングス,,https://hd.kourakuen.co.jp/ir,,0
7555,大田花き,,https://otakaki.co.jp/ir_new/,,0
7559,ジーエフシー,,https://gfc-jp.com/ir/news,,0
7561,ハークスレイ,,https://www.hurxley.co.jp/ir/news_release/,,0
7562,安楽亭,,https://www.anrakutei.co.jp/news.html,,0
7564,ワークマン,,https://www.workman.co.jp/news,,1
7565,萬世電機,,http://www.mansei.co.jp/ir/news.html,,0
7567,栄電子,,https://sakae-denshi.com/shareholders/ircalendar/,,0
7570,橋本総業ホールディングス,,https://www.hat-hd.co.jp/ir/news,,0
7571,（株）ヤマノホールディングス,,https://www.yamano-hd.com/ir-info/ir_news/?yr=2022&tp=0,,0
7575,日本ライフライン,,https://www.jll.co.jp/investors/news.html,,0
7578,ニチリョク,,https://www.nichiryoku.co.jp/ir/news/,,0
7581,サイゼリヤ,,https://www.saizeriya.co.jp/corporate/investor/ir/,,1
7585,かんなん丸,,https://kannanmaru.online/ir_info/,,0
7590,タカショー,,https://takasho.co.jp/investor_release,,0
7593,ＶＴホールディングス,,https://www.vt-holdings.co.jp/news/ir/index.html,,1
7595,アルゴグラフィックス,,https://corp.argo-graph.co.jp/ir/topics.html,,0
7596,魚力,,https://uoriki.co.jp/ir/news/index.html,,0
7599,（株）ＩＤＯＭ,,https://221616.com/idom/investor/notice/,,1
7600,日本エム・ディ・エム,,https://www.jmdm.co.jp/ir/,,0
7601,ポプラ,,https://www.poplar-cvs.co.jp/ir/release.php,,0
7602,（株）カーチスホールディングス,,https://www.carchs-hd.com/ir-news/,,0
7603,マックハウス,,https://www.mac-house.co.jp/company/ir_news.html,,0
7604,梅の花,,https://www.umenohana.co.jp/news/,,0
7605,フジ・コーポレーション,,https://www.fujicorporation.com/companys/,,0
7606,ユナイテッドアローズ,,https://www.united-arrows.co.jp/news/category/ir/,,1
7607,進和,,https://www.shinwa-jpn.co.jp/ir/ir_news/index.html,,0
7608,エスケイジャパン,,https://www.sk-japan.co.jp/company/archives/category/news-release,,0
7609,ダイトロン,,https://www.daitron.co.jp/news/,,0
7610,テイツー,,https://www.tay2.co.jp/ir/irlibrary/04.html,,1
7611,ハイデイ日高,,http://www.hiday.co.jp/ir/index3.html,,0
7613,シークス,,https://www.siix.co.jp/ir/ir_news/,,0
7614,オーエムツーネットワーク,,http://www.om2.co.jp/ir/news.html,,0
7615,（株）ＹＵ－ＷＡ　Ｃｒｅａｔｉｏｎ　ＨＤ,,https://www.yuwa-holdings.co.jp/,,0
7616,コロワイド,,https://www.colowide.co.jp/ir/news/,,1
7618,ＰＣデポコーポレーション,,https://www.pcdepot.co.jp/co_ir/news/,,0
7619,田中商事,,https://www.tanakashoji.co.jp/ir-news/,,0
7621,うかい,,https://www.ukai.co.jp/corporate/ir/ir_news.html,,0
7623,サンオータス,,https://www.sunautas.co.jp/ir_info/tabid/61/Default.aspx,,0
7624,（株）ＮａＩＴＯ,,https://www.naito.net/topics.html,,0
7625,グローバルダイニング,,https://www.global-dining.com/ir/,,0
7628,オーハシテクニカ,,https://www.ohashi.co.jp/ja/news.html,,0
7630,壱番屋,,https://www.ichibanya.co.jp/comp/ir/,,0
7634,星医療酸器,,https://www.hosi.co.jp/category/news/,,0
7635,杉田エース,,https://www.sugita-ace.co.jp/news/index.html,,0
7636,ハンズマン,,https://www.handsman.co.jp/ir/news.php,,0
7637,白銅,,https://www.hakudo.co.jp/ir/backnumber.html,,0
7638,（株）ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,,https://newart-ir.jp/news/,,0
7640,トップカルチャー,,https://www.topculture.co.jp/ir/,,0
7643,ダイイチ,,https://www.daiichi-d.co.jp/ir_news,,0
7646,ＰＬＡＮＴ,,https://www.plant-co.jp/ir/ir_news.html,,0
7647,音通,,https://ontsu.co.jp/category/ir/,,0
7649,スギホールディングス,,https://www.sugi-hd.co.jp/hd/ir/2023.html,2023年,1
7670,オーウエル,,https://www.owell.co.jp/ir/irnews/,,0
7671,（株）ＡｍｉｄＡホールディングス,,https://www.amida.holdings/ir/news/,,0
7673,ダイコー通産,,https://www.daiko-tsusan.co.jp/ja/ir/irnews.html,,0
7674,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,,https://nattyswanky.com/ir/irnews/,,0
7675,セントラルフォレストグループ,,https://www.centralforestgroup.co.jp/investors/news/,,0
7676,（株）グッドスピード,,https://goodspeed-group.co.jp/ir/news/index.html,,0
7677,（株）ヤシマキザイ,,https://www.yashima-co.co.jp/ja/ir.html,,0
7678,（株）あさくま,,https://www.asakuma.co.jp/irinfo/news.html,,0
7679,（株）薬王堂ホールディングス,,https://www.yakuodo-hd.co.jp/ir/news.html,,0
7681,（株）レオクラン,,https://www.leoclan.co.jp/ir/irnews/,,0
7682,（株）浜木綿,,https://ir.hamayuu.co.jp/ja/ir/news.html,,0
7683,（株）ダブルエー,,https://www.wa-jp.com/ir/news.html,,0
7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,,https://buysell-technologies.com/ir/irnews/,,0
7686,（株）カクヤスグループ,,https://www.kakuyasu-group.co.jp/ir/news.html,,0
7687,（株）ミクリード,,https://corp.micreed.co.jp/ir/news/,,0
7689,（株）コパ・コーポレーション,,https://www.copa.co.jp/ir/news/,,0
7692,（株）アースインフィニティ,,https://earth-infinity.co.jp/ir/IRnews.html,,1
7694,（株）いつも,,https://ir.corp-sansan.com/ja/ir/news.html,,0
7695,（株）交換できるくん,,https://www.dekirukun.co.jp/co/ir/news/,,0
7698,（株）アイスコ,,https://www.iceco.co.jp/ir/irnews/,,0
7699,オムニプラスシステムリミテッド　ＪＤＲ,,https://www.omniplussystem.co.jp/irnews/,,0
7701,島津製作所,,https://www.shimadzu.co.jp/ir/news.html,,1
7702,ＪＭＳ,,http://www.jms.cc/news.html,日付が異なる,0
7705,ジーエルサイエンス,,https://www.gls.co.jp/company/ir/ir-release.html,,0
7707,プレシジョン・システム・サイエンス,,https://www.pss.co.jp/ir/press/,,1
7709,クボテック,,https://www.kubotek.com/info/ir/ir.html,,0
7711,助川電気工業,,https://www.sukegawadenki.co.jp/ir/,,0
7713,シグマ光機,,https://www.sigma-koki.com/ir/,,0
7715,長野計器,,https://www.naganokeiki.co.jp/ir/press.html,,0
7716,ナカニシ,,https://www.nakanishi-inc.jp/ir/irnews/,,1
7717,ブイ・テクノロジー,,https://www.vtec.co.jp/ja/ir/news.html,,0
7718,スター精密,,https://star-m.jp/ir/topics/index.html,,0
7719,（株）東京衡機,,https://www.tksnet.co.jp/ir/,,0
7721,東京計器,,https://www.tokyokeiki.jp/ir/indexback.html,,0
7722,国際計測器,,http://www.kokusaikk.co.jp/ir/news/,,0
7723,愛知時計電機,,https://www.aichitokei.co.jp/ir/news/,,0
7725,インターアクション,,https://www.inter-action.co.jp/ir/ir-news/,,1
7726,黒田精工,,https://www.kuroda-precision.co.jp/ir/news/2023.html,2023年用,0
7727,オーバル,,https://www.oval.co.jp/ir/ir_info/,,1
7729,東京精密,,https://ir.accretech.jp/ja/news.html,,1
7730,マニー,,https://www.mani.co.jp/ir/news.html,,1
7731,ニコン,,https://www.jp.nikon.com/company/ir/news/,,1
7732,トプコン,,https://www.topcon.co.jp/topics/,,1
7733,オリンパス,,https://www.olympus.co.jp/news/ir/2022/?page=ir,2023年用,1
7734,理研計器,,https://www.rikenkeiki.co.jp/ir,,0
7735,（株）ＳＣＲＥＥＮホールディングス,,https://www.screen.co.jp/ir/news/2023,2023年用,1
7739,キヤノン電子,,https://www.canon-elec.co.jp/finance/ir/kangen/,微妙,1
7740,タムロン,,https://www.tamron.co.jp/ir/backno.html,,0
7741,ＨＯＹＡ,,https://www.hoya.com/investor/news/,,1
7743,シード,,https://www.seed.co.jp/company/ir/news/,,0
7744,ノーリツ鋼機,,https://www.noritsu.co.jp/ir/ir_news/,,1
7745,（株）Ａ＆Ｄホロンホールディングス,,https://andholon.com/news/,,0
7746,岡本硝子,,https://ogc-jp.com/irinfo/news_release/,,0
7747,朝日インテック,,http://asahi.irbridge.com/ja/PressRelease.html,,1
7749,メディキット,,https://www.medikit.co.jp/ir/news.html,,0
7751,キヤノン,,https://global.canon/ja/ir/news/,,1
7752,リコー,,https://jp.ricoh.com/IR/news,,1
7760,ＩＭＶ,,https://we-are-imv.com/about/ir/press/,,0
7762,シチズン時計,,https://www.citizen.co.jp/release/news/date/2023,2023年用,1
7769,リズム,,https://www.rhythm.co.jp/ir/ir_newslist.html,,0
7771,日本精密,,http://www.nihon-s.co.jp/ir-information/,,0
7774,ジャパン・ティッシュエンジニアリング,,https://www.jpte.co.jp/investors/news/index.html,,0
7775,大研医器,,https://daiken-iki.co.jp/news-category/ir/,,0
7776,（株）セルシード,,https://www.cellseed.com/news/2023/ir/,2023年用,0
7777,（株）スリー・ディー・マトリックス,,https://www.3d-matrix.co.jp/ir/irnews.html,,1
7779,ＣＹＢＥＲＤＹＮＥ,,https://www.cyberdyne.jp/company/IR_list.html,,1
7780,（株）メニコン,,https://www.menicon.co.jp/company/ir/ir_news.html,,1
7781,（株）平山ホールディングス,,https://hirayamastaff.co.jp/ir/news.html,,0
7782,（株）シンシア,,https://www.sincere-vision.com/corporate/ir/news/,,0
7791,ドリームベッド,,https://ir.dreambed.co.jp/ja/ir/news.html,,0
7792,（株）コラントッテ,,https://colantotte.co.jp/ir/news/,,0
7793,（株）イメージ・マジック,,https://imagemagic.jp/ir/news/,,0
7794,（株）イーディーピー,,https://www.d-edp.jp/ir/news/,,0
7795,（株）ＫＹＯＲＩＴＳＵ,,https://www.kyoritsu-hd.co.jp/ir/news/,,0
7800,（株）アミファ,,https://www.amifa.co.jp/ir/news/,,0
7803,（株）ブシロード,,https://bushiroad.co.jp/ir/ir_news,,1
7804,（株）ビーアンドピー,,https://www.bandp.co.jp/ir/news/,,0
7805,プリントネット,,https://printnet.jp/news.html,,0
7806,（株）ＭＴＧ,,https://www.mtg.gr.jp/ir/news.html,,0
7807,（株）幸和製作所,,https://kowa-seisakusho.co.jp/ir/news/,,0
7808,（株）シー・エス・ランバー,,https://www.c-s-lumber.co.jp/ir/news.html,,0
7809,（株）壽屋,,https://company.kotobukiya.co.jp/ir/ir-news/,,0
7810,（株）クロスフォー,,https://www.crossfor.com/ir/news/,,0
7811,中本パックス,,https://www.npacks.co.jp/webapp/ir/news.html,,0
7812,（株）クレステック,,https://www.crestec.co.jp/ir/ir_news.php,,0
7813,（株）プラッツ,,https://www.platz-ltd.co.jp/ir/news.html,,0
7814,（株）日本創発グループ,,https://www.jcpg.co.jp/ir/news/,,0
7815,東京ボード工業,,https://www.t-b-i.co.jp/ir/news.html,,0
7816,（株）スノーピーク,,https://ir.snowpeak.co.jp/news/,,1
7817,パラマウントベッドホールディングス,,https://www.paramountbed-hd.co.jp/release,,0
7818,（株）トランザクション,,https://www.trans-action.co.jp/ir/news.html,,0
7819,粧美堂,,https://www.shobido-corp.co.jp/ir/news/,,0
7820,ニホンフラッシュ,,https://www.nfnf.co.jp/ir/news.shtml,,0
7821,前田工繊,,https://www.maedakosen.jp/company/ir/irnews/,,0
7822,永大産業,,https://www.eidai.com/profile/ir/irnews.html,,0
7823,（株）アートネイチャー,,https://www.artnature.co.jp/ir/news/,,0
7826,（株）フルヤ金属,,https://www.furuyametals.co.jp/ir/,,0
7827,（株）オービス,,https://orvis.co.jp/news/,,0
7829,（株）サマンサタバサジャパンリミテッド,,https://www.samantha.co.jp/company/ir/news_list/,,0
7831,（株）ウイルコホールディングス,,https://www.wellco-corp.com/ir/koushin.html,,0
7832,（株）バンダイナムコホールディングス,,https://www.bandainamco.co.jp/releases/index.html,,1
7833,（株）アイフィスジャパン,,https://www.ifis.co.jp/news/,,0
7836,アビックス,,https://avix.co.jp/ir/,,0
7837,（株）アールシーコア,,https://www.rccore.co.jp/ir/list/index.html,,0
7839,ＳＨＯＥＩ,,https://www.shoei.com/ir/news/,,0
7840,フランスベッドホールディングス,,https://francebed-hd.co.jp/ir/news/ir-release/,,0
7841,遠藤製作所,,http://endo-mfg.co.jp/newslist/,,0
7844,（株）マーベラス,,https://corp.marv.jp/news.html,,0
7846,パイロットコーポレーション,,https://www.pilot.co.jp/company/ir/news/,,0
7847,グラファイトデザイン,,https://www.gd-inc.co.jp/,セキュリティが弱い,0
7849,スターツ出版,,https://starts-pub.jp/ir,,0
7850,総合商研,,https://www.shouken.co.jp/info/,,0
7851,カワセコンピュータサプライ,,https://www.kc-s.co.jp/ir/,,0
7856,萩原工業,,https://www.hagihara.co.jp/ir/ir_news/,,0
7857,セキ,,https://www.seki.co.jp/ir,,0
7859,アルメディオ,,https://www.almedio.co.jp/ir/news/,,1
7860,エイベックス,,https://avex.com/jp/ja/ir/newsrelease/,,1
7863,平賀,,https://ir.pp-hiraga.co.jp/,,0
7864,フジシールインターナショナル,,https://www.fujiseal.com/jp/ir/library/news.html,,1
7865,ピープル,,https://www.people-kk.co.jp/investorrelations/,,0
7867,（株）タカラトミー,,https://www.takaratomy.co.jp/company/csr/news/,,1
7868,（株）広済堂ホールディングス,,https://www.kosaido.co.jp/ir/news/,,1
7870,福島印刷,,https://www.fuku.co.jp/ir_information/,,0
7871,フクビ化学工業,,https://www.fukuvi.co.jp/news/ir,,0
7872,エステールホールディングス,,https://www.estelle.co.jp/ir/,,0
7874,レック,,https://www.lecinc.co.jp/ir/news/,,0
7875,竹田印刷,,https://www.takeda-prn.co.jp/ir/news_list.html,,0
7877,永大化工,,https://www.eidaikako.co.jp/ir/news/,,0
7878,（株）光・彩,,https://www.kohsai-qq.co.jp/information/,,0
7879,ノダ,,https://www.noda-co.jp/news/ir/,,0
7883,サンメッセ,,https://www.sunmesse.co.jp/ir/release/,,0
7885,タカノ,,https://www.takano-net.co.jp/portal/info/ir/,,0
7886,ヤマト・インダストリー,,https://www.yamato-in.co.jp/ir/,,0
7887,南海プライウッド,,https://www.nankaiplywood.co.jp/news/,,0
7888,三光合成,,https://ir.sankogosei.co.jp/ja/irnews.html,,1
7893,（株）プロネクサス,,https://www.pronexus.co.jp/news/,,0
7894,丸東産業,,https://www.marutosangyo.co.jp/topics/index.php/top/1%7C2,,0
7895,中央化学,,https://www.chuo-kagaku.co.jp/corporation/ir/news/,,0
7896,セブン工業,,https://www.seven-gr.co.jp/ir/news/,,0
7897,ホクシン,,https://www.hokushinmdf.jp/company/ir.html,,0
7898,ウッドワン,,https://www.woodone.co.jp/company/ir/shareholder/,,0
7899,ＭＩＣＳ化学,,https://kmasterplus.pronexus.co.jp/main/corp/7/8/7899/index.html,微妙,0
7901,マツモト,,https://ir.matsumoto-inc.co.jp/news/,,0
7902,ソノコム,,https://www.sonocom.co.jp/ja/ir/index.html,,0
7905,大建工業,,https://www.daiken.jp/company/ir/news/2023.html,2023年用,0
7906,ヨネツクス,,https://www.yonex.co.jp/company/ir/news/,,1
7908,きもと,,https://www.kimoto.co.jp/news,,0
7911,凸版印刷,,https://www.toppan.co.jp/news/,,1
7912,大日本印刷,,https://www.dnp.co.jp/news/,,1
7914,共同印刷,,https://www.kyodoprinting.co.jp/release/index.php?y=all&c%5B%5D=ir,,0
7915,ＮＩＳＳＨＡ,,https://www.nissha.com/news/2023/all_index.html,2023年用,1
7916,光村印刷,,https://www.mitsumura.co.jp/ir/news/,,0
7917,藤森工業,,https://www.zacros.co.jp/ir/release/,,0
7918,（株）ヴィア・ホールディングス,,https://www.via-hd.co.jp/ir/,,0
7919,野崎印刷紙業,,https://www.nozakiinsatu.co.jp/index.html,,0
7921,（株）ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,,https://www.takara-company.co.jp/ir/news/,,0
7922,三光産業,,https://www.sankosangyo.co.jp/news/,,0
7923,トーイン,,https://www.toin.co.jp/ir/,,0
7925,前澤化成工業,,https://www.maezawa-k.co.jp/corporate/ir/news/,,0
7927,ムトー精工,,https://www.muto.co.jp/ir/ir9,,0
7928,旭化学工業,,http://asahikagakukogyo.co.jp/ir/index.html,,0
7931,未来工業,,https://www.mirai.co.jp/ir/,,0
7932,ニッピ,,https://www.nippi-inc.co.jp/IR_info/tabid/62/Default.aspx,,0
7936,アシックス,,https://corp.asics.com/jp/press,,1
7937,ツツミ,,https://www.tsutsumi.co.jp/ir/,,0
7938,リーガルコーポレーション,,https://www.regal.co.jp/shoes/c/c90/,,0
7939,研創,,https://www.kensoh.co.jp/ir/,,0
7940,ウェーブロックホールディングス,,https://www.wavelock-holdings.com/ja/ir/irnews.html,,0
7942,ＪＳＰ,,https://www.co-jsp.co.jp/backno/ir.html,,0
7943,ニチハ,,https://www.nichiha.co.jp/ir/ir_news/,,0
7944,ローランド,,https://ir.roland.com/ja/ir/news.html,,0
7946,光陽社,,https://www.koyosha-inc.co.jp/news-topics/index.html,,0
7947,エフピコ,,https://www.fpco.jp/ir/press.html,,0
7949,小松ウオール工業,,https://www.komatsuwall.co.jp/news/index.html,,0
7950,日本デコラックス,,https://www.decoluxe.co.jp/information/,,0
7951,ヤマハ,,https://www.yamaha.com/ja/ir/archive/,,1
7952,河合楽器製作所,,https://www.kawai.co.jp/news/date/2023/,2023年用,0
7953,菊水化学工業,,https://www.kikusui-chem.co.jp/ir/release.html,,0
7955,クリナップ,,https://cleanup.jp/ir/,,0
7956,ピジョン,,https://www.pigeon.co.jp/ir/news/,,1
7957,フジコピアン,,http://www.fujicopian.com/news/,,0
7958,天馬,,https://www.tenmacorp.co.jp/ir/irnews/,,0
7961,兼松サステック,,https://www.ksustech.co.jp/ir/soa.html,,0
7962,キングジム,,https://www.kingjim.co.jp/ir/backno.html,,0
7963,興研,,https://www.koken-ltd.co.jp/ir/docs/,,0
7965,象印マホービン,,https://www.zojirushi.co.jp/ir/,,0
7966,リンテック,,https://www.lintec.co.jp/topics/ir/,,0
7970,信越ポリマー,,https://www.shinpoly.co.jp/ja/ir/release.html,,0
7971,東リ,,https://www.toli.co.jp/ir/news/,,0
7972,（株）イトーキ,,https://www.itoki.jp/ir/irnews_index.html,,0
7974,任天堂,,https://www.nintendo.co.jp/ir/news/index.html,,1
7975,リヒトラブ,,https://www.lihit-lab.com/company/ir/news/,,0
7976,三菱鉛筆,,https://www.mpuni.co.jp/news/ir/index.html,,0
7979,松風,,https://www.shofu.co.jp/ir/,,0
7980,重松製作所,,https://www.sts-japan.com/ir/ir_news/,,0
7981,タカラスタンダード,,https://www.takara-standard.co.jp/company/ir/,,0
7983,ミロク,,https://www.mjs.co.jp/ir/news/,,0
7984,コクヨ,,https://www.kokuyo.co.jp/ir/news/,,1
7985,ネポン,,https://www.nepon.co.jp/ir,,0
7986,日本アイ・エス・ケイ,,http://www.king-ind.co.jp/company/ir.html,微妙,0
7987,ナカバヤシ,,https://www.nakabayashi.co.jp/news/2023/ir,2023年用,0
7988,ニフコ,,https://www.nifco.com/ir/disclosure/,,1
7989,立川ブラインド工業,,https://www.blind.co.jp/news/,,0
7990,グローブライド,,https://www.globeride.co.jp/ir/update/,,0
7991,マミヤ・オーピー,,https://www.mamiya-op.co.jp/ir/irnews/,,0
7992,セーラー万年筆,,https://sailor.co.jp/ir-archive/?slug=news,日付が異なる,0
7994,（株）オカムラ,,https://ir.okamura.co.jp/news/,,1
7995,（株）バルカー,,https://www.valqua.co.jp/ir/,,0
7997,くろがね工作所,,https://www.kurogane-kks.co.jp/corporate/ir_info.html,,0
7999,ＭＵＴＯＨホールディングス,,https://www.mutoh-hd.co.jp/ir/,,0
8001,伊藤忠商事,,https://www.itochu.co.jp/ja/ir/news/index.html,,1
8002,丸紅,,https://www.marubeni.com/jp/ir/news/,,1
8005,（株）スクロール,,https://www.scroll.jp/ir/news/,,0
8006,ユアサ・フナショク,,https://www.yuasa-funashoku.com/investors/irnews/,,0
8007,高島,,https://www.tak.co.jp/ja/ir.html,,0
8008,（株）ヨンドシーホールディングス,,https://yondoshi.co.jp/pressrelease/,,0
8011,三陽商会,,https://www.sanyo-shokai.co.jp/company/ir/news.html,,0
8012,長瀬産業,,https://www.nagase.co.jp/ir-newsreleases/,,0
8013,ナイガイ,,https://www.naigai.co.jp/news/list00000000.html,,0
8014,蝶理,,https://www.chori.co.jp/ir/,,0
8015,豊田通商,,https://www.toyota-tsusho.com/ir/news/,,1
8016,（株）オンワードホールディングス,,https://www.onward-hd.co.jp/release/,,1
8018,三共生興,,https://www.sankyoseiko.co.jp/news/,,0
8020,兼松,,https://www.kanematsu.co.jp/press/,,1
8022,美津濃,,https://corp.mizuno.com/jp/news-release,,0
8023,大興電子通信,,https://www.daikodenshi.jp/ir/,,0
8025,ツカモトコーポレーション,,https://www.tsukamoto.co.jp/news/index.html,,0
8029,（株）ルックホールディングス,,https://www.look-holdings.jp/irinfo/irnews/2023/,2023年用,0
8030,中央魚類,,http://www.marunaka-net.co.jp/information/,,0
8031,三井物産,,https://www.mitsui.com/jp/ja/ir/news/index.html,,1
8032,日本紙パルプ商事,,https://www.kamipa.co.jp/news/,,0
8035,東京エレクトロン,,https://www.tel.co.jp/news/ir/2023/,2023年用,1
8037,カメイ,,https://www.kamei.co.jp/ir/news_2023.html,2023年用,0
8038,東都水産,,https://www.tohsui.co.jp/info/,,0
8039,築地魚市場,,https://tsukiji-uoichiba.co.jp/ir/index.html,,0
8040,東京ソワール,,https://www.soir.co.jp/company/ir/information/,,0
8041,ＯＵＧホールディングス,,https://www.oug.co.jp/ir/new.aspx,,0
8043,スターゼン,,https://www.starzen.co.jp/ir/news/index.html,,0
8045,横浜丸魚,,https://www.yokohama-maruuo.co.jp/investor/material.html,,0
8046,丸藤シートパイル,,https://www.mrfj.co.jp/ir_news,,0
8050,セイコーグループ,,https://www.seiko.co.jp/ir/news/,,1
8051,山善,,https://www.yamazen.co.jp/news/,,1
8052,椿本興業,,http://www.tsubaki.co.jp/ir/news.htm,,0
8053,住友商事,,https://www.sumitomocorp.com/ja/jp/news/release/2023,2023年用,1
8056,ＢＩＰＲＯＧＹ,,https://pr.biprogy.com/invest-j/news/index.html,,1
8057,内田洋行,,https://www.uchida.co.jp/company/ir/news/index.html,,0
